# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_start_retained_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
holB	ER3413_1128	AIZ50912	protein_coding	0	3	8	55	0	0	0	0	43	0	0	8	0	0	0	0	0	0	0	3	12
holC	ER3413_4401	AIZ54081	protein_coding	3	5	3	174	0	0	0	0	92	0	0	3	0	0	1	0	2	0	0	5	82
holE	ER3413_1893	AIZ51655	protein_coding	0	0	0	47	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	9
hpf	ER3413_3297	AIZ52999	protein_coding	0	0	3	48	0	0	0	0	35	0	0	3	0	0	0	0	0	0	0	0	13
hpt	ER3413_120	AIZ50984	protein_coding	0	2	0	52	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	2	37
hrpA	ER3413_1443	AIZ51215	protein_coding	0	4	5	29	0	0	0	0	2	0	0	5	0	0	0	0	0	0	0	4	27
hrpB	ER3413_145	AIZ51219	protein_coding	0	31	13	169	0	0	0	0	103	0	0	13	0	0	0	0	0	0	0	31	66
hscA	ER3413_2607	AIZ52344	protein_coding	0	4	13	42	0	0	0	0	31	0	0	13	0	0	0	0	0	0	0	4	11
hscB	ER3413_2608	AIZ52345	protein_coding	0	1	2	45	0	0	0	0	37	0	0	2	0	0	0	0	0	0	0	1	8
hscC	ER3413_665	AIZ54501	protein_coding	0	0	0	56	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	50
hslJ	ER3413_1406	AIZ51179	protein_coding	0	12	12	100	0	0	0	0	38	0	0	12	0	0	0	0	0	0	0	12	62
hslU	ER3413_4052	AIZ53740	protein_coding	0	1	0	98	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	1	51
hslV	ER3413_4053	AIZ53741	protein_coding	0	0	0	101	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	53
hspQ	ER3413_989	AIZ54823	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2
hsrA	ER3413_3866	AIZ53568	protein_coding	0	19	13	86	0	0	0	0	26	0	0	13	0	0	0	0	0	0	0	19	60
htpG	ER3413_484	AIZ54325	protein_coding	0	2	1	128	0	0	0	0	76	0	0	1	0	0	0	0	0	0	0	2	52
htpX	ER3413_1878	ER3413_1878	pseudogene	0	0	0	90	0	0	0	0	40	0	0	0	15	0	0	0	0	0	0	0	35
htrE	ER3413_136	AIZ51139	protein_coding	0	2	2	88	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	2	85
hupA	ER3413_4125	AIZ53805	protein_coding	0	0	0	41	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	7
hupB	ER3413_450	AIZ54162	protein_coding	0	1	0	41	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	1	9
hyaA	ER3413_995	AIZ54829	protein_coding	0	0	0	24	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	4
hyaB	ER3413_996	AIZ54830	protein_coding	0	0	0	32	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	2
hyaC	ER3413_997	AIZ54831	protein_coding	0	3	5	24	0	0	0	0	22	0	0	5	0	0	0	0	0	0	0	3	2
hyaD	ER3413_998	AIZ54832	protein_coding	0	3	4	28	0	0	0	0	18	0	0	4	0	0	0	0	0	0	0	3	10
hyaE	ER3413_999	AIZ54833	protein_coding	0	0	0	36	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	16
hyaF	ER3413_1000	AIZ50786	protein_coding	0	0	0	37	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	15
hybA	ER3413_3087	AIZ52793	protein_coding	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42
hybB	ER3413_3086	AIZ52792	protein_coding	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34
hybC	ER3413_3085	AIZ52791	protein_coding	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
hybO	ER3413_3088	AIZ52794	protein_coding	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50
hycA	ER3413_2804	AIZ52524	protein_coding	0	0	0	149	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	70
hycB	ER3413_2803	AIZ52523	protein_coding	1	4	8	141	0	0	0	0	75	0	0	8	0	0	0	0	1	0	0	4	66
hycC	ER3413_2802	ER3413_2802	pseudogene	0	0	0	163	0	0	0	0	78	0	0	0	19	0	0	0	0	0	0	0	66
hycD	ER3413_2801	AIZ52522	protein_coding	0	9	14	112	0	0	0	0	59	0	0	14	0	0	0	0	0	0	0	9	53
hycE	ER3413_2800	AIZ52521	protein_coding	1	6	15	119	0	0	0	0	59	0	0	15	0	0	0	0	1	0	0	6	60
hycF	ER3413_2799	AIZ52519	protein_coding	1	5	5	125	0	0	0	0	49	1	0	5	0	0	0	0	0	0	0	5	76
hycG	ER3413_2798	AIZ52518	protein_coding	2	2	10	119	0	0	0	0	42	0	0	10	0	2	0	0	0	2	0	2	77
hycH	ER3413_2797	AIZ52517	protein_coding	1	1	4	123	0	0	0	0	40	0	0	4	0	0	1	0	0	0	0	1	83
hycI	ER3413_2796	AIZ52516	protein_coding	0	0	2	122	0	0	0	0	38	0	0	2	0	0	0	0	0	0	0	0	84
hydN	ER3413_2791	AIZ52512	protein_coding	0	0	0	74	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	40
hyfA	ER3413_2557	AIZ52295	protein_coding	0	0	0	17	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	2
hyfB	ER3413_2558	AIZ52296	protein_coding	0	0	0	46	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	2
hyfC	ER3413_2559	AIZ52297	protein_coding	0	1	9	54	0	0	0	0	52	0	0	9	0	0	0	0	0	0	0	1	2
hyfD	ER3413_2560	AIZ52299	protein_coding	0	1	1	103	0	0	0	0	93	0	0	1	0	0	0	0	0	0	0	1	10
hyfE	ER3413_2561	AIZ52300	protein_coding	1	0	4	109	0	0	0	0	97	0	0	4	0	0	0	0	1	0	0	0	12
hyfF	ER3413_2562	AIZ52301	protein_coding	1	7	18	112	0	0	0	0	95	0	0	18	0	0	0	0	1	0	0	7	17
hyfG	ER3413_2563	AIZ52302	protein_coding	2	16	13	109	0	0	0	0	66	0	0	13	0	0	0	0	2	0	0	16	43
hyfH	ER3413_2564	AIZ52303	protein_coding	2	7	9	111	0	0	0	0	47	0	0	9	0	0	0	0	2	0	0	7	64
hyfI	ER3413_2565	AIZ52304	protein_coding	0	5	10	116	0	0	0	0	34	0	0	10	0	0	0	0	0	0	0	5	82
hyfJ	ER3413_2566	AIZ52305	protein_coding	1	1	4	126	0	0	0	0	30	0	0	4	0	0	0	0	1	0	0	1	96
hyfR	ER3413_2567	AIZ52306	protein_coding	0	20	5	131	0	0	0	0	33	0	0	5	0	0	0	0	0	0	0	20	98
hyi	ER3413_518	AIZ54359	protein_coding	0	7	1	76	0	0	0	0	38	0	0	1	0	0	0	0	0	0	0	7	38
hypA	ER3413_2805	AIZ52525	protein_coding	0	1	0	144	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	1	64
hypB	ER3413_2806	AIZ52526	protein_coding	0	2	7	137	0	0	0	0	77	0	0	7	0	0	0	0	0	0	0	2	60
hypC	ER3413_2807	AIZ52527	protein_coding	0	6	0	133	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	6	55
hypD	ER3413_2808	AIZ52528	protein_coding	1	11	10	144	0	0	0	0	90	0	0	10	0	0	0	0	1	0	0	11	54
hypE	ER3413_2809	AIZ52529	protein_coding	0	6	6	179	0	0	0	0	115	0	0	6	0	0	0	0	0	0	0	6	64
hypF	ER3413_2790	AIZ52511	protein_coding	0	6	11	66	0	0	0	0	27	0	0	11	0	0	0	0	0	0	0	6	39
hyuA	ER3413_2958	AIZ52668	protein_coding	0	2	6	57	0	0	1	0	41	0	0	5	0	0	0	0	0	0	0	2	16
iaaA	ER3413_846	AIZ54673	protein_coding	0	2	7	60	0	0	0	0	58	0	0	7	0	0	0	0	0	0	0	2	2
iap	ER3413_2834	AIZ52553	protein_coding	0	0	4	121	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	120
ibaG	ER3413_3284	AIZ52986	protein_coding	0	0	2	29	0	0	0	0	14	0	0	2	0	0	0	0	0	0	0	0	15
ibpA	ER3413_3800	AIZ53499	protein_coding	0	3	6	12	0	0	0	0	5	0	0	6	0	0	0	0	0	0	0	3	7
ibpB	ER3413_3799	AIZ53496	protein_coding	0	0	0	22	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	16
ibsA	ER3413_4601	AIZ54273	protein_coding	0	1	1	138	0	0	0	0	45	0	0	1	0	0	0	0	0	0	0	1	93
ibsB	ER3413_4612	AIZ54285	protein_coding	0	2	0	143	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	2	93
ibsC	ER3413_4550	AIZ54217	protein_coding	0	0	0	101	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	61
ibsD	ER3413_4581	AIZ54251	protein_coding	0	0	0	77	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	49
ibsE	ER3413_4577	AIZ54246	protein_coding	0	0	0	83	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	43
icd	ER3413_1166	AIZ50953	protein_coding	0	0	0	46	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	39
iclR	ER3413_4147	AIZ53821	protein_coding	0	0	1	51	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	50
idi	ER3413_2974	AIZ52686	protein_coding	0	2	2	69	0	0	0	0	36	0	0	2	0	0	0	0	0	0	0	2	33
idnD	ER3413_4410	AIZ54090	protein_coding	0	12	8	119	0	0	0	0	57	0	0	8	0	0	0	0	0	0	0	12	62
idnK	ER3413_4411	AIZ54091	protein_coding	0	3	4	121	0	0	0	0	56	0	0	4	0	0	0	0	0	0	0	3	65
idnO	ER3413_4409	AIZ54088	protein_coding	0	3	3	133	0	0	0	0	69	0	0	3	0	0	0	0	0	0	0	3	64
idnR	ER3413_4407	AIZ54086	protein_coding	0	5	9	142	0	0	0	0	84	0	0	9	0	0	0	0	0	0	0	5	58
idnT	ER3413_4408	AIZ54087	protein_coding	0	5	10	148	0	0	0	0	84	0	0	10	0	0	0	0	0	0	0	5	64
ihfA	ER3413_1755	AIZ51514	protein_coding	0	0	0	122	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	61
ihfB	ER3413_933	AIZ54765	protein_coding	0	1	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1
ileS	ER3413_20	AIZ51762	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
ileT	ER3413_3963	ER3413_3963-1	protein_coding	0	0	0	107	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	55
ileU	ER3413_3364	ER3413_3364-1	protein_coding	0	0	0	62	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	40
ileV	ER3413_205	ER3413_205-1	protein_coding	0	0	0	49	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	19
ileX	ER3413_3160	ER3413_3160-1	protein_coding	0	0	0	39	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	35
ilvA	ER3413_3884	AIZ53579	protein_coding	0	1	4	37	0	0	0	0	8	0	0	4	0	0	0	0	0	0	0	1	29
ilvB	ER3413_3784	AIZ53484	protein_coding	0	1	1	125	0	0	0	0	74	0	0	1	0	0	0	0	0	0	0	1	51
ilvC	ER3413_3886	AIZ53581	protein_coding	0	0	0	38	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	23
ilvD	ER3413_3883	AIZ53578	protein_coding	2	3	8	21	0	0	0	0	5	0	0	8	0	0	0	0	2	0	0	3	16
ilvE	ER3413_3882	AIZ53577	protein_coding	0	9	1	25	0	0	0	0	18	0	0	1	0	0	0	0	0	0	0	9	7
ilvH	ER3413_75	AIZ54576	protein_coding	0	2	0	58	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	2	40
ilvI	ER3413_74	AIZ54566	protein_coding	0	20	3	37	0	0	0	0	19	0	0	3	0	0	0	0	0	0	0	20	18
ilvL	ER3413_4554	AIZ54221	protein_coding	0	0	0	32	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	1
ilvM	ER3413_3881	AIZ53576	protein_coding	0	0	0	35	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	7
ilvN	ER3413_3783	AIZ53483	protein_coding	0	0	0	122	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	44
ilvX	ER3413_4549	AIZ54215	protein_coding	0	0	0	33	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	1
ilvY	ER3413_3885	AIZ53580	protein_coding	0	0	0	46	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	14
inaA	ER3413_2309	AIZ52051	protein_coding	0	0	3	47	0	0	0	0	36	0	0	3	0	0	0	0	0	0	0	0	11
infA	ER3413_903	AIZ54734	protein_coding	0	0	0	51	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	35
infB	ER3413_3261	AIZ52965	protein_coding	0	12	16	35	0	0	0	0	33	0	0	16	0	0	0	0	0	0	0	12	2
infC	ER3413_1761	AIZ51519	protein_coding	0	0	0	85	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	24
insA	ER3413_4568	AIZ54236	protein_coding	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
insA	ER3413_4569	AIZ54237	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
insA	ER3413_4609	AIZ54281	protein_coding	0	0	0	97	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	88
insA	ER3413_4615	AIZ54288	protein_coding	0	0	0	109	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	32
insA	ER3413_4627	AIZ54301	protein_coding	0	4	4	18	0	0	0	0	15	0	0	4	0	1	0	0	0	0	1	3	3
insB1	ER3413_1011	AIZ50798	protein_coding	0	7	8	11	0	0	0	0	3	0	0	8	0	0	0	0	0	0	0	7	8
insB1	ER3413_17	AIZ51457	protein_coding	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
insB1	ER3413_270	AIZ52436	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
insB1	ER3413_3534	AIZ53237	protein_coding	0	0	0	115	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	31
insC1	ER3413_1432	AIZ51205	protein_coding	0	0	0	25	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	3
insC1	ER3413_2060	AIZ51811	protein_coding	2	9	3	71	0	0	0	0	60	0	0	3	0	0	0	0	2	0	0	9	11
insC1	ER3413_2947	AIZ52658	protein_coding	0	3	0	68	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	3	45
insC1	ER3413_3133	AIZ52837	protein_coding	0	0	2	42	0	0	0	0	40	0	0	2	0	0	0	0	0	0	0	0	2
insC1	ER3413_368	AIZ53378	protein_coding	1	1	2	120	0	0	0	0	40	0	0	2	0	0	0	0	1	0	0	1	80
insC1	ER3413_4416	AIZ54093	protein_coding	1	5	3	146	0	0	0	0	82	0	0	3	0	0	0	0	1	0	0	5	64
insD1	ER3413_1430	AIZ51204	protein_coding	1	0	0	39	0	0	0	0	36	1	0	0	0	0	0	0	0	0	0	0	3
insD1	ER3413_2059	AIZ51810	protein_coding	1	4	8	76	0	0	0	0	54	0	0	8	0	0	0	0	1	0	0	4	22
insD1	ER3413_2946	AIZ52657	protein_coding	0	7	6	58	0	0	0	0	12	0	0	6	0	0	0	0	0	0	0	7	46
insD1	ER3413_3134	AIZ52838	protein_coding	0	0	0	47	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	4
insD1	ER3413_369	AIZ53389	protein_coding	0	0	2	142	0	0	0	0	60	0	0	2	0	0	0	0	0	0	0	0	82
insD1	ER3413_4417	AIZ54094	protein_coding	0	7	2	174	0	0	0	0	104	0	0	2	0	0	0	0	0	0	0	7	70
insE1	ER3413_1052	AIZ50838	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
insE1	ER3413_2150	AIZ51897	protein_coding	0	0	0	74	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	44
insE1	ER3413_305	AIZ52759	protein_coding	0	0	0	6	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
insE1	ER3413_380	AIZ53498	protein_coding	0	0	0	162	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	56
insE1	ER3413_550	AIZ54388	protein_coding	0	3	8	105	0	0	0	0	71	0	0	8	0	0	0	0	0	0	0	3	34
insF1	ER3413_1051	AIZ50837	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
insF1	ER3413_2152	AIZ51898	protein_coding	0	0	0	98	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	43
insF1	ER3413_307	AIZ52776	protein_coding	0	0	0	6	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
insF1	ER3413_379	AIZ53490	protein_coding	0	0	0	182	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	54
insF1	ER3413_551	AIZ54389	protein_coding	0	5	4	178	0	0	0	0	137	0	0	4	0	0	0	0	0	0	0	5	41
insG	ER3413_4422	AIZ54096	protein_coding	2	23	25	203	0	0	0	0	51	0	0	25	0	0	0	0	2	0	0	23	152
insH1	ER3413_1359	AIZ51138	protein_coding	0	0	0	8	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4
insH1	ER3413_2057	AIZ51809	protein_coding	0	9	15	140	0	0	0	0	94	0	0	15	0	0	0	0	0	0	0	9	46
insH1	ER3413_2093	AIZ51840	protein_coding	2	11	12	236	0	0	0	0	82	0	0	12	0	0	0	0	2	0	0	11	154
insH1	ER3413_2263	AIZ52002	protein_coding	0	1	0	29	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	1	12
insH1	ER3413_265	AIZ52387	protein_coding	0	0	0	13	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	1
insH1	ER3413_3072	AIZ52778	protein_coding	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72
insH1	ER3413_3302	AIZ53006	protein_coding	1	7	7	26	0	0	0	0	16	0	0	7	0	0	0	0	1	0	0	7	10
insH1	ER3413_3601	AIZ53302	protein_coding	0	3	0	53	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	3	2
insH1	ER3413_562	AIZ54399	protein_coding	0	2	4	205	0	0	0	0	150	0	0	4	0	0	0	0	0	0	0	2	55
insH1	ER3413_671	AIZ54508	protein_coding	1	20	19	92	0	0	0	0	30	0	0	19	0	0	0	0	1	0	0	20	62
insI1	ER3413_1433	AIZ51206	protein_coding	0	0	0	25	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	22
insI1	ER3413_262	AIZ52356	protein_coding	1	5	2	4	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	5	4
insI1	ER3413_4428	AIZ54099	protein_coding	0	13	10	186	0	0	0	0	172	0	0	10	0	0	0	0	0	0	0	13	14
insJ	ER3413_3661	AIZ53361	protein_coding	0	4	2	28	0	0	0	0	23	0	0	2	0	0	0	0	0	0	0	4	5
insK	ER3413_3662	AIZ53362	protein_coding	0	1	0	33	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	1	11
insL1	ER3413_14	AIZ51172	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
insL1	ER3413_2475	AIZ52214	protein_coding	0	0	1	38	0	0	0	0	37	0	0	1	0	0	0	0	0	0	0	0	1
insL1	ER3413_590	AIZ54426	protein_coding	0	9	3	36	0	0	0	0	22	0	0	3	0	0	0	0	0	0	0	9	14
insQ	ER3413_1463	AIZ51232	protein_coding	1	12	3	109	0	0	0	0	56	0	0	3	0	0	1	0	0	0	0	12	53
intA	ER3413_2702	AIZ52439	protein_coding	0	0	0	6	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1
intD	ER3413_547	AIZ54386	protein_coding	1	3	1	90	0	0	0	0	40	0	0	1	0	0	0	0	1	0	0	3	50
intR	ER3413_1373	AIZ51154	protein_coding	0	0	0	10	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	6
intS	ER3413_2429	AIZ52169	protein_coding	0	12	19	262	0	0	0	0	88	0	0	19	0	0	0	0	0	0	0	12	174
iraM	ER3413_4593	AIZ54264	protein_coding	0	0	0	21	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	7
iraP	ER3413_390	AIZ53595	protein_coding	0	0	0	115	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	60
iroK	ER3413_4610	AIZ54283	protein_coding	0	0	0	29	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	28
iscA	ER3413_2610	AIZ52346	protein_coding	0	1	3	41	0	0	0	0	38	0	0	3	0	0	0	0	0	0	0	1	3
iscR	ER3413_2613	AIZ52349	protein_coding	0	0	0	34	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	2
iscS	ER3413_2612	AIZ52348	protein_coding	0	0	0	45	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	2
iscU	ER3413_2611	AIZ52347	protein_coding	0	0	1	44	0	0	0	0	42	0	0	1	0	0	0	0	0	0	0	0	2
iscX	ER3413_2605	AIZ52342	protein_coding	1	1	0	64	0	0	0	0	32	0	0	0	0	1	0	0	0	1	0	1	32
ispA	ER3413_430	AIZ53975	protein_coding	0	9	2	125	0	0	0	0	95	0	0	2	0	0	0	0	0	0	0	9	30
ispB	ER3413_3281	AIZ52983	protein_coding	0	0	0	26	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	6
ispD	ER3413_2828	AIZ52546	protein_coding	0	0	2	173	0	0	0	0	51	0	0	2	0	0	0	0	0	0	0	0	122
ispE	ER3413_1222	AIZ51006	protein_coding	0	1	4	22	0	0	0	0	4	0	0	4	0	0	0	0	0	0	0	1	18
ispF	ER3413_2827	AIZ52545	protein_coding	0	0	0	173	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	121
ispG	ER3413_2594	AIZ52332	protein_coding	0	4	1	56	0	0	0	0	48	0	0	1	0	0	0	0	0	0	0	4	8
ispH	ER3413_23	AIZ52041	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ispU	ER3413_175	AIZ51510	protein_coding	0	0	0	17	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	6
isrC	ER3413_4653	ER3413_4653-1	lincRNA	0	0	0	77	0	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	69
istR	ER3413_4682	ER3413_4682-1	lincRNA	0	0	0	91	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	54
ivbL	ER3413_4539	AIZ54204	protein_coding	0	0	0	93	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	52
ivy	ER3413_224	AIZ51980	protein_coding	0	0	0	64	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	21
katE	ER3413_1776	AIZ51533	protein_coding	0	19	5	31	0	0	0	0	12	0	0	5	0	0	0	0	0	0	0	19	19
katG	ER3413_4065	AIZ53750	protein_coding	0	3	5	72	0	0	0	0	33	0	0	5	0	0	0	0	0	0	0	3	39
kbaY	ER3413_3230	AIZ52931	protein_coding	1	0	4	40	0	0	0	0	38	0	0	4	0	1	0	0	0	1	0	0	2
kbaZ	ER3413_3224	AIZ52927	protein_coding	0	0	0	49	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	6
kbl	ER3413_3728	AIZ53426	protein_coding	0	0	0	33	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	10
kch	ER3413_1270	AIZ51049	protein_coding	0	0	0	27	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	2
kdgK	ER3413_3624	AIZ53325	protein_coding	0	1	1	28	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	1	24
kdgR	ER3413_1876	AIZ51640	protein_coding	3	0	5	104	0	0	0	0	54	0	0	5	0	0	0	0	3	0	0	0	50
kdgT	ER3413_4031	AIZ53717	protein_coding	0	1	0	6	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	3
kdpA	ER3413_713	AIZ54541	protein_coding	0	0	0	19	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	16
kdpB	ER3413_712	AIZ54540	protein_coding	0	0	1	5	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	2
kdpC	ER3413_711	AIZ54539	protein_coding	0	0	0	8	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	2
kdpD	ER3413_710	AIZ54538	protein_coding	0	0	2	30	0	0	0	0	28	0	0	2	0	0	0	0	0	0	0	0	2
kdpE	ER3413_709	AIZ54537	protein_coding	0	0	1	31	0	0	0	0	28	0	0	1	0	0	0	0	0	0	0	0	3
kdpF	ER3413_714	AIZ54542	protein_coding	0	0	1	19	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	18
kdsA	ER3413_1229	AIZ51013	protein_coding	0	1	7	22	0	0	0	0	6	0	0	7	0	0	0	0	0	0	0	1	16
kdsB	ER3413_939	AIZ54771	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
kdsC	ER3413_3292	AIZ52994	protein_coding	0	0	0	32	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	13
kdsD	ER3413_3291	AIZ52993	protein_coding	0	1	0	38	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	1	21
kduD	ER3413_2931	AIZ52646	protein_coding	0	0	0	70	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	10
kduI	ER3413_2932	AIZ52647	protein_coding	0	1	2	59	0	0	0	0	51	0	0	2	0	0	0	0	0	0	0	1	8
kefB	ER3413_3437	AIZ53138	protein_coding	0	0	1	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3
kefC	ER3413_42	AIZ53871	protein_coding	0	0	3	56	0	0	0	0	48	0	0	3	0	0	0	0	0	0	0	0	8
kefF	ER3413_41	AIZ53780	protein_coding	0	4	2	31	0	0	0	0	28	0	0	2	0	0	0	0	0	0	0	4	3
kefG	ER3413_3438	AIZ53139	protein_coding	0	0	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5
kgtP	ER3413_2668	AIZ52407	protein_coding	1	0	3	92	0	0	0	0	41	0	0	3	0	0	0	0	1	0	0	0	51
kilR	ER3413_1379	AIZ51160	protein_coding	0	0	0	40	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	34
kup	ER3413_3860	AIZ53562	protein_coding	0	1	1	20	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	1	17
